#,Token,Name,Contract,Announcement,contract_link,Creator,txn,tnx_link,Transaction Hash,Status,startBlock
74,"Everipedia IQ (PoS) (IQ)Everipedia's aims to bring real-world data and knowledge to the blockchain, helping verify facts in an era of misinformation and unlocking a new class of use cases in financial markets.",Token Everipedia IQ (PoS),0xb9638272ad6998708de56bbc0a290a1de534a578,,https://polygonscan.com/address/0xb9638272ad6998708de56bbc0a290a1de534a578,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x098d2c978ea8036ff2a297763174ccff4d2e59324eb78277eba7a1aacf77d74d,0x098d2c978ea8036ff2a297763174ccff4d2e59324eb78277eba7a1aacf77d74d,https://polygonscan.com/tx/0x098d2c978ea8036ff2a297763174ccff4d2e59324eb78277eba7a1aacf77d74d,0x098d2c978ea8036ff2a297763174ccff4d2e59324eb78277eba7a1aacf77d74d,Success,12312227
75,PowerLedger (POWR)Power Ledger is a peer-to-peer marketplace for renewable energy.,Token PowerLedger,0x0aab8dc887d34f00d50e19aee48371a941390d14,,https://polygonscan.com/address/0x0aab8dc887d34f00d50e19aee48371a941390d14,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x87dbbbfc31340e750eed60188335162e1de1cb7c4680d08171ce31e33e830c20,0x87dbbbfc31340e750eed60188335162e1de1cb7c4680d08171ce31e33e830c20,https://polygonscan.com/tx/0x87dbbbfc31340e750eed60188335162e1de1cb7c4680d08171ce31e33e830c20,0x87dbbbfc31340e750eed60188335162e1de1cb7c4680d08171ce31e33e830c20,Success,14026472
76,SingularityNET Token (AGIX)Decentralized marketplace for artificial intelligence.,Token SingularityNET Token,0x190eb8a183d22a4bdf278c6791b152228857c033,,https://polygonscan.com/address/0x190eb8a183d22a4bdf278c6791b152228857c033,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x9c828f7705e6c1b3f01ba97f5351a17fac533fb5403407881ecb0d1a6836c89c,0x9c828f7705e6c1b3f01ba97f5351a17fac533fb5403407881ecb0d1a6836c89c,https://polygonscan.com/tx/0x9c828f7705e6c1b3f01ba97f5351a17fac533fb5403407881ecb0d1a6836c89c,0x9c828f7705e6c1b3f01ba97f5351a17fac533fb5403407881ecb0d1a6836c89c,Success,16628503
77,"Ankr Eth2 Reward Bearing Certificate (aETHc)Ankr's Eth2 staking solution provides the best user experience and highest level of safety, combined with an attractive reward mechanism and instant staking liquidity through a bond-like synthetic token called aETH.",Token Ankr Eth2 Reward Bearing Certificate,0xc4e82ba0fe6763cbe5e9cbca0ba7cbd6f91c6018,,https://polygonscan.com/address/0xc4e82ba0fe6763cbe5e9cbca0ba7cbd6f91c6018,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xaee92bf8305653f027ad55cd8966186c00b61232f0941dd18835ede8366c4c17,0xaee92bf8305653f027ad55cd8966186c00b61232f0941dd18835ede8366c4c17,https://polygonscan.com/tx/0xaee92bf8305653f027ad55cd8966186c00b61232f0941dd18835ede8366c4c17,0xaee92bf8305653f027ad55cd8966186c00b61232f0941dd18835ede8366c4c17,Success,14107916
78,"Gitcoin (PoS) (GTC)GTC is a governance token with no economic value. GTC governs Gitcoin, where they work to decentralize grants, manage disputes, and govern the treasury.",Token Gitcoin (PoS),0xdb95f9188479575f3f718a245eca1b3bf74567ec,,https://polygonscan.com/address/0xdb95f9188479575f3f718a245eca1b3bf74567ec,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x372ee923dd3c90db55017a0185fdb5a5f311bf76a12113adc60438be3ae93799,0x372ee923dd3c90db55017a0185fdb5a5f311bf76a12113adc60438be3ae93799,https://polygonscan.com/tx/0x372ee923dd3c90db55017a0185fdb5a5f311bf76a12113adc60438be3ae93799,0x372ee923dd3c90db55017a0185fdb5a5f311bf76a12113adc60438be3ae93799,Success,15270074
79,Ampleforth Governance (FORTH)FORTH is the governance token for the Ampleforth protocol. AMPL is the first rebasing currency and a key DeFi building block for denominating stable contracts.,Token Ampleforth Governance,0x5ecba59dacc1adc5bdea35f38a732823fc3de977,,https://polygonscan.com/address/0x5ecba59dacc1adc5bdea35f38a732823fc3de977,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x559da9b0586c34c203d1917482035116bec7ca6352a0d8d12d7f303e69b109c9,0x559da9b0586c34c203d1917482035116bec7ca6352a0d8d12d7f303e69b109c9,https://polygonscan.com/tx/0x559da9b0586c34c203d1917482035116bec7ca6352a0d8d12d7f303e69b109c9,0x559da9b0586c34c203d1917482035116bec7ca6352a0d8d12d7f303e69b109c9,Success,14027346
80,ETH 2x Flexible Leverage Index (ETH2x-FLI)Fully collateralized exposure to 2x ETH using the Flexible Leverage Index methodology.,Token ETH 2x Flexible Leverage Index,0x66d7fdcc7403f18cae9b0e2e8385649d2acbc12a,,https://polygonscan.com/address/0x66d7fdcc7403f18cae9b0e2e8385649d2acbc12a,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xe58ea48010d01c55bfddfb6af7a933092e8ca3a81ea2c1ce9eaf763c0de77331,0xe58ea48010d01c55bfddfb6af7a933092e8ca3a81ea2c1ce9eaf763c0de77331,https://polygonscan.com/tx/0xe58ea48010d01c55bfddfb6af7a933092e8ca3a81ea2c1ce9eaf763c0de77331,0xe58ea48010d01c55bfddfb6af7a933092e8ca3a81ea2c1ce9eaf763c0de77331,Success,13906696
81,Litentry (LIT)Litentry is a Decentralized Identity Aggregator that enables linking user identities across multiple networks.,Token Litentry,0xe6e320b7bb22018d6ca1f4d8cea1365ef5d25ced,,https://polygonscan.com/address/0xe6e320b7bb22018d6ca1f4d8cea1365ef5d25ced,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xbb945a87bc3e47a44cd4494bb09f2e9646cba330a37b8c296974cef66f5dca85,0xbb945a87bc3e47a44cd4494bb09f2e9646cba330a37b8c296974cef66f5dca85,https://polygonscan.com/tx/0xbb945a87bc3e47a44cd4494bb09f2e9646cba330a37b8c296974cef66f5dca85,0xbb945a87bc3e47a44cd4494bb09f2e9646cba330a37b8c296974cef66f5dca85,Success,14863210
82,XY Oracle (XYO)Blockchain's crypto-location oracle network,Token XY Oracle,0xd2507e7b5794179380673870d88b22f94da6abe0,,https://polygonscan.com/address/0xd2507e7b5794179380673870d88b22f94da6abe0,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xdafd9c74324089fb883ef846f2a5b917825f1ebafcf9fc1adec841a7be6fc003,0xdafd9c74324089fb883ef846f2a5b917825f1ebafcf9fc1adec841a7be6fc003,https://polygonscan.com/tx/0xdafd9c74324089fb883ef846f2a5b917825f1ebafcf9fc1adec841a7be6fc003,0xdafd9c74324089fb883ef846f2a5b917825f1ebafcf9fc1adec841a7be6fc003,Success,15310729
83,Rarible (RARI)Create and sell digital collectibles secured with blockchain.,Token Rarible,0x780053837ce2ceead2a90d9151aa21fc89ed49c2,,https://polygonscan.com/address/0x780053837ce2ceead2a90d9151aa21fc89ed49c2,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x31aa53ce4cf2290271257ab8a8df74256b31a12ef571775fdf987784e2f719f5,0x31aa53ce4cf2290271257ab8a8df74256b31a12ef571775fdf987784e2f719f5,https://polygonscan.com/tx/0x31aa53ce4cf2290271257ab8a8df74256b31a12ef571775fdf987784e2f719f5,0x31aa53ce4cf2290271257ab8a8df74256b31a12ef571775fdf987784e2f719f5,Success,11460634
84,Mainframe Token (MFT)A decentralized network for censorship-resistant message routing.,Token Mainframe Token,0x91ca694d2b293f70fe722fba7d8a5259188959c3,,https://polygonscan.com/address/0x91ca694d2b293f70fe722fba7d8a5259188959c3,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x6524221789cc8862d580b1e3be31e197b2ca0fa5c734865875c90aa45fa06f7b,0x6524221789cc8862d580b1e3be31e197b2ca0fa5c734865875c90aa45fa06f7b,https://polygonscan.com/tx/0x6524221789cc8862d580b1e3be31e197b2ca0fa5c734865875c90aa45fa06f7b,0x6524221789cc8862d580b1e3be31e197b2ca0fa5c734865875c90aa45fa06f7b,Success,14978522
85,pTokens BTC (pBTC)Cross-chain DeFi composability.,Token pTokens BTC,0xd7ecf95cf7ef5256990beaf4ac895cd9e64cb947,,https://polygonscan.com/address/0xd7ecf95cf7ef5256990beaf4ac895cd9e64cb947,0x3e05b107c99bb9738565c4e9f235efca3636d969 at txn 0xb26aabb8d29ba2105b3cea8ad7cdc514fa3f095cbec3eaa84ead1d8978b88d66,0xb26aabb8d29ba2105b3cea8ad7cdc514fa3f095cbec3eaa84ead1d8978b88d66,https://polygonscan.com/tx/0xb26aabb8d29ba2105b3cea8ad7cdc514fa3f095cbec3eaa84ead1d8978b88d66,0xb26aabb8d29ba2105b3cea8ad7cdc514fa3f095cbec3eaa84ead1d8978b88d66,Success,14085221
86,Tellor Tributes (TRB)Tellor is a decentralized oracle that provides an on-chain data bank where staked miners compete to add the data points.,Token Tellor Tributes,0xe3322702bedaaed36cddab233360b939775ae5f1,,https://polygonscan.com/address/0xe3322702bedaaed36cddab233360b939775ae5f1,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x87926349e0e6dc7cd0f9fec0fb6cf4139708154484c70e811d0a85c4b24fbf9b,0x87926349e0e6dc7cd0f9fec0fb6cf4139708154484c70e811d0a85c4b24fbf9b,https://polygonscan.com/tx/0x87926349e0e6dc7cd0f9fec0fb6cf4139708154484c70e811d0a85c4b24fbf9b,0x87926349e0e6dc7cd0f9fec0fb6cf4139708154484c70e811d0a85c4b24fbf9b,Success,11745497
87,"FEGtoken (FEG)FEG is an experimental progressive deflationary DeFi token whereby on each transcation, a tax of 1% will be distributed to the holders and a further 1% will be burnt, hence incentivising holders to hodl and decreasing the supply overtime.",Token FEGtoken,0xf391f574c63d9b8764b7a1f56d6383762e07b75b,,https://polygonscan.com/address/0xf391f574c63d9b8764b7a1f56d6383762e07b75b,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xe79ff8761b1b9b0e7d1aac0592bb24037dc0b5fde0e96a7a4fc80da3a230cd03,0xe79ff8761b1b9b0e7d1aac0592bb24037dc0b5fde0e96a7a4fc80da3a230cd03,https://polygonscan.com/tx/0xe79ff8761b1b9b0e7d1aac0592bb24037dc0b5fde0e96a7a4fc80da3a230cd03,0xe79ff8761b1b9b0e7d1aac0592bb24037dc0b5fde0e96a7a4fc80da3a230cd03,Success,15693093
88,bZx Protocol Token (BZRX)BZRX token.,Token bZx Protocol Token,0x54cfe73f2c7d0c4b62ab869b473f5512dc0944d2,,https://polygonscan.com/address/0x54cfe73f2c7d0c4b62ab869b473f5512dc0944d2,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xd8cabd39dbd533dfbe96c0ae0edd76a57fa50371f23b1c1d020d5c7994b24a41,0xd8cabd39dbd533dfbe96c0ae0edd76a57fa50371f23b1c1d020d5c7994b24a41,https://polygonscan.com/tx/0xd8cabd39dbd533dfbe96c0ae0edd76a57fa50371f23b1c1d020d5c7994b24a41,0xd8cabd39dbd533dfbe96c0ae0edd76a57fa50371f23b1c1d020d5c7994b24a41,Success,15019909
89,"Aavegotchi GHST Token (PoS) (GHST)Aavegotchis are crypto-collectibles living on the Ethereum blockchain, backed by the ERC721 standard used in popular blockchain games. $GHST is the official utility token of the Aavegotchi ecosystem and can be used to purchase portals, wearables, and consumables.",Token Aavegotchi GHST Token (PoS),0x385eeac5cb85a38a9a07a70c73e0a3271cfb54a7,,https://polygonscan.com/address/0x385eeac5cb85a38a9a07a70c73e0a3271cfb54a7,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x50c784cd0740e86c916ae1211e4e3f4dc6a18940760988b1521427b059e0ef7f,0x50c784cd0740e86c916ae1211e4e3f4dc6a18940760988b1521427b059e0ef7f,https://polygonscan.com/tx/0x50c784cd0740e86c916ae1211e4e3f4dc6a18940760988b1521427b059e0ef7f,0x50c784cd0740e86c916ae1211e4e3f4dc6a18940760988b1521427b059e0ef7f,Success,9249989
90,STASIS EURS Token (EURS)EURS token is a virtual financial asset that is designed to digitally mirror the EURO on the condition that its value is tied to the value of its collateral.,Token STASIS EURS Token,0xe111178a87a3bff0c8d18decba5798827539ae99,,https://polygonscan.com/address/0xe111178a87a3bff0c8d18decba5798827539ae99,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x9c7341882cf4de62491dc560f1de51123d523efec49b65a91693a7ca905decce,0x9c7341882cf4de62491dc560f1de51123d523efec49b65a91693a7ca905decce,https://polygonscan.com/tx/0x9c7341882cf4de62491dc560f1de51123d523efec49b65a91693a7ca905decce,0x9c7341882cf4de62491dc560f1de51123d523efec49b65a91693a7ca905decce,Success,12153223
91,UnFederalReserveToken (eRSDL)unFederalReserve is a banking SaaS company built on blockchain technology. Our banking products are designed for smaller U.S. Treasury chartered banks and non-bank lenders in need of greater liquidity without sacrificing security or compliance.,Token UnFederalReserveToken,0x5095cc6511b70e287bc525aa57afbc60eb73ac47,,https://polygonscan.com/address/0x5095cc6511b70e287bc525aa57afbc60eb73ac47,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xc8e35c2f10999e3f43dc6c9d4f9d9ebd8e97446c669742e9df83dcb83f4daa3c,0xc8e35c2f10999e3f43dc6c9d4f9d9ebd8e97446c669742e9df83dcb83f4daa3c,https://polygonscan.com/tx/0xc8e35c2f10999e3f43dc6c9d4f9d9ebd8e97446c669742e9df83dcb83f4daa3c,0xc8e35c2f10999e3f43dc6c9d4f9d9ebd8e97446c669742e9df83dcb83f4daa3c,Success,12965390
92,beefy.finance (BIFI)The MultiChain Yield Optimizer,Token beefy.finance,0xfbdd194376de19a88118e84e279b977f165d01b8,,https://polygonscan.com/address/0xfbdd194376de19a88118e84e279b977f165d01b8,0xfa9da51631268a30ec3ddd1ccbf46c65fad99251 at txn 0xbac3f87002d974730c42e525d0cde57f291a4ebee1a1fe6570fd5997f867d8c7,0xbac3f87002d974730c42e525d0cde57f291a4ebee1a1fe6570fd5997f867d8c7,https://polygonscan.com/tx/0xbac3f87002d974730c42e525d0cde57f291a4ebee1a1fe6570fd5997f867d8c7,0xbac3f87002d974730c42e525d0cde57f291a4ebee1a1fe6570fd5997f867d8c7,Success,13908161
93,OCC (OCC)A decentralized launchpad and exchange designed for the Cardano ecosystem.,Token OCC,0xf30355ba14b2d3b31597ec71a4542f57e902cb80,,https://polygonscan.com/address/0xf30355ba14b2d3b31597ec71a4542f57e902cb80,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x0a604856943540691dd947415a433964a08a0a3a368a6fc6f28b9fa90aba30a9,0x0a604856943540691dd947415a433964a08a0a3a368a6fc6f28b9fa90aba30a9,https://polygonscan.com/tx/0x0a604856943540691dd947415a433964a08a0a3a368a6fc6f28b9fa90aba30a9,0x0a604856943540691dd947415a433964a08a0a3a368a6fc6f28b9fa90aba30a9,Success,14671435
94,Bluzelle (BLZ)Aims to be the next-gen database protocol for the decentralized internet.,Token Bluzelle,0x438b28c5aa5f00a817b7def7ce2fb3d5d1970974,,https://polygonscan.com/address/0x438b28c5aa5f00a817b7def7ce2fb3d5d1970974,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x01d082ff2c9226f548883096240d80190faedc9ba9046422bfbfc533bb0b7abb,0x01d082ff2c9226f548883096240d80190faedc9ba9046422bfbfc533bb0b7abb,https://polygonscan.com/tx/0x01d082ff2c9226f548883096240d80190faedc9ba9046422bfbfc533bb0b7abb,0x01d082ff2c9226f548883096240d80190faedc9ba9046422bfbfc533bb0b7abb,Success,15965789
95,"MANTRA DAO (OM)MANTRA DAO is a community-governed DeFi platform focusing on Staking, Lending, and Governance.",Token MANTRA DAO,0xc3ec80343d2bae2f8e680fdadde7c17e71e114ea,,https://polygonscan.com/address/0xc3ec80343d2bae2f8e680fdadde7c17e71e114ea,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x47ed94682fac2feb673bfbd9c9c68b76942fababaa1f5709c92e845bf6dbfcab,0x47ed94682fac2feb673bfbd9c9c68b76942fababaa1f5709c92e845bf6dbfcab,https://polygonscan.com/tx/0x47ed94682fac2feb673bfbd9c9c68b76942fababaa1f5709c92e845bf6dbfcab,0x47ed94682fac2feb673bfbd9c9c68b76942fababaa1f5709c92e845bf6dbfcab,Success,11170100
96,"PAID Network (PAID)PAID Network is a business toolkit that encompassing SMART Agreements, escrow, reputation-scoring, dispute arbitration and resolution.",Token PAID Network,0xeAEf6cAf6d5894EDB2D4EA7ec11eC4AB655f1cBF,,https://polygonscan.com/address/0xeAEf6cAf6d5894EDB2D4EA7ec11eC4AB655f1cBF,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x872160110e454f94e030ecab9dd288ba5d3e33744098c462a9f384dd13f05d55,0x872160110e454f94e030ecab9dd288ba5d3e33744098c462a9f384dd13f05d55,https://polygonscan.com/tx/0x872160110e454f94e030ecab9dd288ba5d3e33744098c462a9f384dd13f05d55,0x872160110e454f94e030ecab9dd288ba5d3e33744098c462a9f384dd13f05d55,Success,17058509
97,decentral.games ($DG)Decentral Games is a community-owned metaverse casino ecosystem powered by $DG.,Token decentral.games,0x2a93172c8dccbfbc60a39d56183b7279a2f647b4,,https://polygonscan.com/address/0x2a93172c8dccbfbc60a39d56183b7279a2f647b4,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xba93ce87645c8873471b91144258400180e80a6f35941a362a58661a2a0ec899,0xba93ce87645c8873471b91144258400180e80a6f35941a362a58661a2a0ec899,https://polygonscan.com/tx/0xba93ce87645c8873471b91144258400180e80a6f35941a362a58661a2a0ec899,0xba93ce87645c8873471b91144258400180e80a6f35941a362a58661a2a0ec899,Success,7564153
98,"Pinakion (PNK)Kleros provides fast, secure and affordable arbitration for virtually everything.",Token Pinakion,0xad93e067e149f0a5ecd12d8ea83b05581dd6374c,,https://polygonscan.com/address/0xad93e067e149f0a5ecd12d8ea83b05581dd6374c,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x51fa4902ee953e5a3f71e938593c26520bcf236f2289224493f4c0a70ff873a3,0x51fa4902ee953e5a3f71e938593c26520bcf236f2289224493f4c0a70ff873a3,https://polygonscan.com/tx/0x51fa4902ee953e5a3f71e938593c26520bcf236f2289224493f4c0a70ff873a3,0x51fa4902ee953e5a3f71e938593c26520bcf236f2289224493f4c0a70ff873a3,Success,13536872
99,Parsiq Token (PRQ)A Blockchain monitoring and compliance platform.,Token Parsiq Token,0x9377eeb7419486fd4d485671d50baa4bf77c2222,,https://polygonscan.com/address/0x9377eeb7419486fd4d485671d50baa4bf77c2222,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x31ae580fb21fdc561876c585d5c1c833b27a2e9761fadbd0aab5bf60f313b417,0x31ae580fb21fdc561876c585d5c1c833b27a2e9761fadbd0aab5bf60f313b417,https://polygonscan.com/tx/0x31ae580fb21fdc561876c585d5c1c833b27a2e9761fadbd0aab5bf60f313b417,0x31ae580fb21fdc561876c585d5c1c833b27a2e9761fadbd0aab5bf60f313b417,Success,11263124
100,TORN Token (TORN)Tornado Cash is a fully decentralized protocol for private transactions on Ethereum.,Token TORN Token,0x23fe1ee2f536427b7e8ac02fb037a7f867037fe8,,https://polygonscan.com/address/0x23fe1ee2f536427b7e8ac02fb037a7f867037fe8,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xe3395f6f403a1a888ec083f3378e7a65c771f830e914a58988b860cbad5bd0bb,0xe3395f6f403a1a888ec083f3378e7a65c771f830e914a58988b860cbad5bd0bb,https://polygonscan.com/tx/0xe3395f6f403a1a888ec083f3378e7a65c771f830e914a58988b860cbad5bd0bb,0xe3395f6f403a1a888ec083f3378e7a65c771f830e914a58988b860cbad5bd0bb,Success,11828228
101,"VesperToken (VSP)Vesper provides a suite of yield-generating products, focused on accessibility, optimization, and longevity.",Token VesperToken,0x09c5a4bca808bd1ba2b8e6b3aaf7442046b4ca5b,,https://polygonscan.com/address/0x09c5a4bca808bd1ba2b8e6b3aaf7442046b4ca5b,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x189f9df4fa37aeb398b84a72f8f0eb65abe0c2394710b30c41c2b0370f3a64df,0x189f9df4fa37aeb398b84a72f8f0eb65abe0c2394710b30c41c2b0370f3a64df,https://polygonscan.com/tx/0x189f9df4fa37aeb398b84a72f8f0eb65abe0c2394710b30c41c2b0370f3a64df,0x189f9df4fa37aeb398b84a72f8f0eb65abe0c2394710b30c41c2b0370f3a64df,Success,14671010
102,STAKE (STAKE)STAKE is a new ERC20 token designed to secure the on-chain payment layer and provide a mechanism for validators to receive incentives.,Token STAKE,0xeb5c9e515629b725d3588a55e2a43964dcfde8ca,,https://polygonscan.com/address/0xeb5c9e515629b725d3588a55e2a43964dcfde8ca,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x42b5446be4501ca44dff30ddf346a502986ebd959b64baa234f4a9d7b7b37f39,0x42b5446be4501ca44dff30ddf346a502986ebd959b64baa234f4a9d7b7b37f39,https://polygonscan.com/tx/0x42b5446be4501ca44dff30ddf346a502986ebd959b64baa234f4a9d7b7b37f39,0x42b5446be4501ca44dff30ddf346a502986ebd959b64baa234f4a9d7b7b37f39,Success,11828151
103,BetProtocolToken (BEPRO)BetProtocol enables entrepreneurs and developers to create gaming platforms in minutes. No coding required.,Token BetProtocolToken,0x07cc1cc3628cc1615120df781ef9fc8ec2feae09,,https://polygonscan.com/address/0x07cc1cc3628cc1615120df781ef9fc8ec2feae09,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x3a39b9d69b4c6c01112b1f2637041baca4878d464923ae865df325f6b654cc7d,0x3a39b9d69b4c6c01112b1f2637041baca4878d464923ae865df325f6b654cc7d,https://polygonscan.com/tx/0x3a39b9d69b4c6c01112b1f2637041baca4878d464923ae865df325f6b654cc7d,0x3a39b9d69b4c6c01112b1f2637041baca4878d464923ae865df325f6b654cc7d,Success,12073140
104,Guaranteed Entrance Token (GET)The GET Protocol offers a blockchain-based smart ticketing solution that can be used by everybody who needs to issue admission tickets in an honest and transparent way.,Token Guaranteed Entrance Token,0xdb725f82818de83e99f1dac22a9b5b51d3d04dd4,,https://polygonscan.com/address/0xdb725f82818de83e99f1dac22a9b5b51d3d04dd4,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x6c79b1c9d087b9a907da645ffd64718af91a390dfc0f67c75db88f5141285704,0x6c79b1c9d087b9a907da645ffd64718af91a390dfc0f67c75db88f5141285704,https://polygonscan.com/tx/0x6c79b1c9d087b9a907da645ffd64718af91a390dfc0f67c75db88f5141285704,0x6c79b1c9d087b9a907da645ffd64718af91a390dfc0f67c75db88f5141285704,Success,14107833
105,"Shopping.io (SPI)Shopping.io is a state of the art platform that unifies all major eCommerce platforms, allowing consumers to enjoy online shopping seamlessly, securely, and cost-effectively.",Token Shopping.io,0x068180071617528606371c31892ecbf2b70ac1d2,,https://polygonscan.com/address/0x068180071617528606371c31892ecbf2b70ac1d2,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xf83b58a31d38bedb84d3e214bc395777b46310fa670420bff7ec3f53dc16cc97,0xf83b58a31d38bedb84d3e214bc395777b46310fa670420bff7ec3f53dc16cc97,https://polygonscan.com/tx/0xf83b58a31d38bedb84d3e214bc395777b46310fa670420bff7ec3f53dc16cc97,0xf83b58a31d38bedb84d3e214bc395777b46310fa670420bff7ec3f53dc16cc97,Success,11265277
106,"Frontier Token (FRONT)Frontier is a chain-agnostic DeFi aggregation layer. To date, they have added support for DeFi on Ethereum, Binance Chain, BandChain, Kava, and Harmony. Via StaFi Protocol, they will enter into the Polkadot ecosystem, and will now put vigorous efforts towards Serum.",Token Frontier Token,0xa3ed22eee92a3872709823a6970069e12a4540eb,,https://polygonscan.com/address/0xa3ed22eee92a3872709823a6970069e12a4540eb,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x221e2c1935dff042d1cd4894c9a99be6bce8e0aa3c303c61bf55396d738e512c,0x221e2c1935dff042d1cd4894c9a99be6bce8e0aa3c303c61bf55396d738e512c,https://polygonscan.com/tx/0x221e2c1935dff042d1cd4894c9a99be6bce8e0aa3c303c61bf55396d738e512c,0x221e2c1935dff042d1cd4894c9a99be6bce8e0aa3c303c61bf55396d738e512c,Success,12599570
107,Voyager (VGX)People-powered cryptocurrency services for the blockchain,Token Voyager,0x054c42b6414747f5263b4a86f21b1afad00326bf,,https://polygonscan.com/address/0x054c42b6414747f5263b4a86f21b1afad00326bf,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xc5fe52eabd53d9db32f6c5b22bf209abc984e9b0fb58d52124120dec647f94a2,0xc5fe52eabd53d9db32f6c5b22bf209abc984e9b0fb58d52124120dec647f94a2,https://polygonscan.com/tx/0xc5fe52eabd53d9db32f6c5b22bf209abc984e9b0fb58d52124120dec647f94a2,0xc5fe52eabd53d9db32f6c5b22bf209abc984e9b0fb58d52124120dec647f94a2,Success,14862813
108,"CargoX (CXO)CargoX aims to be the independent supplier of blockchain-based Smart B/L solutions that enable extremely fast, safe, reliable and cost-effective global Bill of Lading processing.",Token CargoX,0xf2ae0038696774d65e67892c9d301c5f2cbbda58,,https://polygonscan.com/address/0xf2ae0038696774d65e67892c9d301c5f2cbbda58,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xa8d47602b7419671bde2accaf1242df2959da0daae970996d13b6eb1732f6a9a,0xa8d47602b7419671bde2accaf1242df2959da0daae970996d13b6eb1732f6a9a,https://polygonscan.com/tx/0xa8d47602b7419671bde2accaf1242df2959da0daae970996d13b6eb1732f6a9a,0xa8d47602b7419671bde2accaf1242df2959da0daae970996d13b6eb1732f6a9a,Success,14863742
109,"DSLA (DSLA)DSLA Protocol is a decentralized alternative to SLA contracts. It enables anyone to vouch for the reliability of a service, earn rewards when the service performs as expected, and claim financial compensation when the service doesn’t meet expectations.",Token DSLA,0xa0e390e9cea0d0e8cd40048ced9fa9ea10d71639,,https://polygonscan.com/address/0xa0e390e9cea0d0e8cd40048ced9fa9ea10d71639,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xd2fc368f0cc3288842163a12e217c4e03d4911f75f47e6fc6ffe10d7b9dc42ae,0xd2fc368f0cc3288842163a12e217c4e03d4911f75f47e6fc6ffe10d7b9dc42ae,https://polygonscan.com/tx/0xd2fc368f0cc3288842163a12e217c4e03d4911f75f47e6fc6ffe10d7b9dc42ae,0xd2fc368f0cc3288842163a12e217c4e03d4911f75f47e6fc6ffe10d7b9dc42ae,Success,11460969
110,"Fusion (FSN)FUSION is a public blockchain devoting itself to creating an inclusive cryptofinancial platform by providing cross-chain, cross-organization, and cross-datasource smart contracts.",Token Fusion,0xfa1171334cb3a0f0a91e8ca6765f10e9638d1cbf,,https://polygonscan.com/address/0xfa1171334cb3a0f0a91e8ca6765f10e9638d1cbf,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x5527c15deba2512462a4cb44b0534d40338d7f092c056cab878198cc9f86be3c,0x5527c15deba2512462a4cb44b0534d40338d7f092c056cab878198cc9f86be3c,https://polygonscan.com/tx/0x5527c15deba2512462a4cb44b0534d40338d7f092c056cab878198cc9f86be3c,0x5527c15deba2512462a4cb44b0534d40338d7f092c056cab878198cc9f86be3c,Success,15428182
