Token,Token链接,Contract,字段2_link,name,txn,txn_link,Status,startBlock
Venus USDC (vUSDC)Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,https://bscscan.com/token/0xeca88125a5adbe82614ffc12d0db554e2e2867c8,0xeca88125a5adbe82614ffc12d0db554e2e2867c8,https://bscscan.com/address/0xeca88125a5adbe82614ffc12d0db554e2e2867c8,Venus: vUSDC Token,0x5765fe377b7f836d394d6937f3db91d77c756bfc8169087680b5aca6b2e44eca,https://bscscan.com/tx/0x5765fe377b7f836d394d6937f3db91d77c756bfc8169087680b5aca6b2e44eca,Success,2472670
beefy.finance (BIFI)Beefy Finance provides farming and staking platform whereby governance token $BIFI will be rewarded.Cross-Chain,https://bscscan.com/token/0xCa3F508B8e4Dd382eE878A314789373D80A5190A,0xCa3F508B8e4Dd382eE878A314789373D80A5190A,https://bscscan.com/address/0xCa3F508B8e4Dd382eE878A314789373D80A5190A,Beefy.Finance: BIFI Token,0xdee8b13eee02f9c26a753a745612b88404f590bb83c861e2f12ab6ec376aab52,https://bscscan.com/tx/0xdee8b13eee02f9c26a753a745612b88404f590bb83c861e2f12ab6ec376aab52,Success,649704
decentral.games on xDai from xDai ($DG)Decentral Games is a community-owned metaverse casino ecosystem powered by $DG.,https://bscscan.com/token/0x9fdc3ae5c814b79dca2556564047c5e7e5449c19,0x9fdc3ae5c814b79dca2556564047c5e7e5449c19,https://bscscan.com/address/0x9fdc3ae5c814b79dca2556564047c5e7e5449c19,Decentral Games: $DG Token,0xa3bc087bb6b8c00cfe5c4368358fad2ce1304fd86c8ae0ef0e92390bfb3eb750,https://bscscan.com/tx/0xa3bc087bb6b8c00cfe5c4368358fad2ce1304fd86c8ae0ef0e92390bfb3eb750,Success,7047247
Nominex (NMX)NMX is the utility token of Nominex exchange that allows for utilitarian staking.,https://bscscan.com/token/0xd32d01a43c869edcd1117c640fbdcfcfd97d9d65,0xd32d01a43c869edcd1117c640fbdcfcfd97d9d65,https://bscscan.com/address/0xd32d01a43c869edcd1117c640fbdcfcfd97d9d65,Nominex: NMX Token,0x43c7153751984a869f458b4705641e9bb54970f120cf0089b12f5b7167ed080e,https://bscscan.com/tx/0x43c7153751984a869f458b4705641e9bb54970f120cf0089b12f5b7167ed080e,Success,5196890
"Burger Swap (BURGER)BurgerSwap, a democratized AMM.Cross-Chain",https://bscscan.com/token/0xae9269f27437f0fcbc232d39ec814844a51d6b8f,0xae9269f27437f0fcbc232d39ec814844a51d6b8f,https://bscscan.com/address/0xae9269f27437f0fcbc232d39ec814844a51d6b8f,BurgerSwap: BURGER Token,0x2356341bb8c9c9211cd9e621d87c8e0dac7c2dbe31fe5aefc2d1b1c1180f2c49,https://bscscan.com/tx/0x2356341bb8c9c9211cd9e621d87c8e0dac7c2dbe31fe5aefc2d1b1c1180f2c49,Success,354074
VAI Stablecoin (VAI)Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,https://bscscan.com/token/0x4bd17003473389a42daf6a0a729f6fdb328bbbd7,0x4bd17003473389a42daf6a0a729f6fdb328bbbd7,https://bscscan.com/address/0x4bd17003473389a42daf6a0a729f6fdb328bbbd7,Venus: VAI Token,0x5c6f2b4992cbbc3659f68786c0157938ee15b1a014f1c77cef3e46171d31c6e0,https://bscscan.com/tx/0x5c6f2b4992cbbc3659f68786c0157938ee15b1a014f1c77cef3e46171d31c6e0,Success,2471342
"Frontier Token (FRONT)Frontier is a chain-agnostic DeFi aggregation layer. Users can participate in protocol tracking and management, staking, best-rate asset swapping, liquidity provision, CDP creation & monitoring, and more.",https://bscscan.com/token/0x928e55dab735aa8260af3cedada18b5f70c72f1b,0x928e55dab735aa8260af3cedada18b5f70c72f1b,https://bscscan.com/address/0x928e55dab735aa8260af3cedada18b5f70c72f1b,Frontier: FRONT Token,0xb97e8c967bc8fcb6e923d7d4fe09cde3b77dd469915775da2899080ba25ec2cd,https://bscscan.com/tx/0xb97e8c967bc8fcb6e923d7d4fe09cde3b77dd469915775da2899080ba25ec2cd,Success,3870296
AdEx Network (ADX)Decentralized Ad Network,https://bscscan.com/token/0x6bff4fb161347ad7de4a625ae5aa3a1ca7077819,0x6bff4fb161347ad7de4a625ae5aa3a1ca7077819,https://bscscan.com/address/0x6bff4fb161347ad7de4a625ae5aa3a1ca7077819,,0x39a6b4b8a8c091f6bbb1670816aceff8d0e5a15d526facae4c1cfd947cc65e89,https://bscscan.com/tx/0x39a6b4b8a8c091f6bbb1670816aceff8d0e5a15d526facae4c1cfd947cc65e89,Success,5021447
AUTOv2 (AUTO)Autofarm is a yield optimizer platform focused on providing defi users with auto-compounded yields at the empirical optimal interval.,https://bscscan.com/token/0xa184088a740c695e156f91f5cc086a06bb78b827,0xa184088a740c695e156f91f5cc086a06bb78b827,https://bscscan.com/address/0xa184088a740c695e156f91f5cc086a06bb78b827,Autofarm: AUTO Token,0x91c2017489862a03e66a9b2d29e480b7a86063d6e058e603fb3490072943b3d4,https://bscscan.com/tx/0x91c2017489862a03e66a9b2d29e480b7a86063d6e058e603fb3490072943b3d4,Success,4189465
Chess (CHESS)Tranchess Protocol is a tokenized asset management and derivatives trading protocol. Tranchess aims to provide different risk/return matrix out of a single main fund that tracks a specific underlying asset.,https://bscscan.com/token/0x20de22029ab63cf9a7cf5feb2b737ca1ee4c82a6,0x20de22029ab63cf9a7cf5feb2b737ca1ee4c82a6,https://bscscan.com/address/0x20de22029ab63cf9a7cf5feb2b737ca1ee4c82a6,Tranchess: CHESS Token,0xf3e2bf97f4558a82f2f02d45b655c70be183d31a00f854bc857827196f80db1a,https://bscscan.com/tx/0xf3e2bf97f4558a82f2f02d45b655c70be183d31a00f854bc857827196f80db1a,Success,8484113
UniLend Finance Token (UFT)UniLend is a permission-less decentralized protocol that combines spot trading services and money markets with lending and borrowing services through smart contracts.,https://bscscan.com/token/0x2645d5f59d952ef2317c8e0aaa5a61c392ccd44d,0x2645d5f59d952ef2317c8e0aaa5a61c392ccd44d,https://bscscan.com/address/0x2645d5f59d952ef2317c8e0aaa5a61c392ccd44d,UniLend Finance: UFT Token,0x4a6a146fcbe2afa8464910bcf77a89138dd9f3e8d9180878ed03195fc7a3485f,https://bscscan.com/tx/0x4a6a146fcbe2afa8464910bcf77a89138dd9f3e8d9180878ed03195fc7a3485f,Success,5757958
"BELT Token (BELT)Belt.fi is an AMM protocol that incorporates multi-strategy yield optimizing on Binance Smart Chain (BSC) with low fees/slippage that also provides aggregation through vault compounding, lending and yield generation for maximum returns.Cross-Chain",https://bscscan.com/token/0xe0e514c71282b6f4e823703a39374cf58dc3ea4f,0xe0e514c71282b6f4e823703a39374cf58dc3ea4f,https://bscscan.com/address/0xe0e514c71282b6f4e823703a39374cf58dc3ea4f,Belt Finance: BELT Token,0x8d6418f42003b97909cfd58c71b0baff80a4fa0d01019b329b40f305661c5bd5,https://bscscan.com/tx/0x8d6418f42003b97909cfd58c71b0baff80a4fa0d01019b329b40f305661c5bd5,Success,5246875
Venus BUSD (vBUSD)Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,https://bscscan.com/token/0x95c78222b3d6e262426483d42cfa53685a67ab9d,0x95c78222b3d6e262426483d42cfa53685a67ab9d,https://bscscan.com/address/0x95c78222b3d6e262426483d42cfa53685a67ab9d,Venus: vBUSD Token,0x5523677b3554acf51681a8e118a7e002643e8ad12a00c4275fce1a2ebd17fbd7,https://bscscan.com/tx/0x5523677b3554acf51681a8e118a7e002643e8ad12a00c4275fce1a2ebd17fbd7,Success,2472859
"Refinable (FINE)Refinable is a NFT marketplace on BSC, empowering both individual creators and beloved brands to easily and affordably create, discover, trade, and leverage NFTs.Cross-Chain",https://bscscan.com/token/0x4e6415a5727ea08aae4580057187923aec331227,0x4e6415a5727ea08aae4580057187923aec331227,https://bscscan.com/address/0x4e6415a5727ea08aae4580057187923aec331227,Refinable: FINE Token,0x572ea03dac28657dae64fbfcaae25a10544de707a0e99581363b877fb714db45,https://bscscan.com/tx/0x572ea03dac28657dae64fbfcaae25a10544de707a0e99581363b877fb714db45,Success,6926368
"The Force Token (FOR)The Force Protocol proposes three DeFi technical components: fundamental component, extended component, and financial component. It aims to launch ForTube - DeFi lending platform.Cross-Chain",https://bscscan.com/token/0x658a109c5900bc6d2357c87549b651670e5b0539,0x658a109c5900bc6d2357c87549b651670e5b0539,https://bscscan.com/address/0x658a109c5900bc6d2357c87549b651670e5b0539,,0x9b9cbac54bd0ca506fe26e95c85859378b6d30c6212ab94a32ae3f565ce6f014,https://bscscan.com/tx/0x9b9cbac54bd0ca506fe26e95c85859378b6d30c6212ab94a32ae3f565ce6f014,Success,471502
"StableX Token (STAX)StableX.finance is a defi product suite, featuring an AMM and additional products within its ecosystem.",https://bscscan.com/token/0x0da6ed8b13214ff28e9ca979dd37439e8a88f6c4,0x0da6ed8b13214ff28e9ca979dd37439e8a88f6c4,https://bscscan.com/address/0x0da6ed8b13214ff28e9ca979dd37439e8a88f6c4,StableX Swap: STAX Token,0xe0379783db0df2bca577e83cb08969a7b69d0a671914b0d454c9df3ded7fd381,https://bscscan.com/tx/0xe0379783db0df2bca577e83cb08969a7b69d0a671914b0d454c9df3ded7fd381,Success,1322621
"Spartan Protocol Token V2 (SPARTA)Spartan Protocol provides community-governed and programmable token emissions functions to incentivize the formation of deep liquidity pools. This strong base of liquidity will be utilized to provide asset swaps, synthetic token generation, lending, derivatives and more.",https://bscscan.com/token/0x3910db0600ea925f63c36ddb1351ab6e2c6eb102,0x3910db0600ea925f63c36ddb1351ab6e2c6eb102,https://bscscan.com/address/0x3910db0600ea925f63c36ddb1351ab6e2c6eb102,Spartan Protocol: SPARTA Token,0x78f527ee9e47fd5a2583761175b5eb9724b3d572a4633dd1a890e25c0269bea4,https://bscscan.com/tx/0x78f527ee9e47fd5a2583761175b5eb9724b3d572a4633dd1a890e25c0269bea4,Success,7338664
Venus Reward Token (VRT)Venus Reward Token is a mechanism created to become an additional mining distribution to suppliers and borrowers of Venus Protocol.,https://bscscan.com/token/0x5f84ce30dc3cf7909101c69086c50de191895883,0x5f84ce30dc3cf7909101c69086c50de191895883,https://bscscan.com/address/0x5f84ce30dc3cf7909101c69086c50de191895883,,0x86908790b1d0affb43884c7d9f6381c8302477b42b65aa081efe32068bab2bd0,https://bscscan.com/tx/0x86908790b1d0affb43884c7d9f6381c8302477b42b65aa081efe32068bab2bd0,Success,6961980
"Measurable Data Token (MDT)Measurable Data Token (MDT) is a decentralized data exchange ecosystem connecting users, data providers, and data buyers and denominates the value of data.Cross-Chain",https://bscscan.com/token/0x668db7aa38eac6b40c9d13dbe61361dc4c4611d1,0x668db7aa38eac6b40c9d13dbe61361dc4c4611d1,https://bscscan.com/address/0x668db7aa38eac6b40c9d13dbe61361dc4c4611d1,MDT: Measurable Data Token,0x4cbd4ed5990a2488cb1c8692001db5362dfe0795c1fcd6980c7e4c5ba50dd615,https://bscscan.com/tx/0x4cbd4ed5990a2488cb1c8692001db5362dfe0795c1fcd6980c7e4c5ba50dd615,Success,5351636
Binance-Peg Token Club (TCT)TokenClub (TCT) is a cryptocurrency and operates on the Ethereum platform.Cross-Chain,https://bscscan.com/token/0xca0a9df6a8cad800046c1ddc5755810718b65c44,0xca0a9df6a8cad800046c1ddc5755810718b65c44,https://bscscan.com/address/0xca0a9df6a8cad800046c1ddc5755810718b65c44,Token Club: TCT Token,0x17f9c48699dda505dd8a6dd1a29fb06579847090db1a72a9ca6a7c813caaa9f8,https://bscscan.com/tx/0x17f9c48699dda505dd8a6dd1a29fb06579847090db1a72a9ca6a7c813caaa9f8,Success,923660
DeFi For You. (DFY)DeFi For You is a peer-to-peer NFT trading and crypto lending platform built on the Binance Smart Chain. It allows users to use NFTs as collateral for a P2P loan.Cross-Chain,https://bscscan.com/token/0xd98560689c6e748dc37bc410b4d3096b1aa3d8c2,0xd98560689c6e748dc37bc410b4d3096b1aa3d8c2,https://bscscan.com/address/0xd98560689c6e748dc37bc410b4d3096b1aa3d8c2,DeFi For You.: DFY Token,0x8bc845b70bf5156e1605f005657576bfc976f5ee2a1ba01b1f1a185427c9912a,https://bscscan.com/tx/0x8bc845b70bf5156e1605f005657576bfc976f5ee2a1ba01b1f1a185427c9912a,Success,3202196
Venus USDT (vUSDT)Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,https://bscscan.com/token/0xfd5840cd36d94d7229439859c0112a4185bc0255,0xfd5840cd36d94d7229439859c0112a4185bc0255,https://bscscan.com/address/0xfd5840cd36d94d7229439859c0112a4185bc0255,Venus: vUSDT Token,0xce81b06d1f0748c063168ea6460132d1fcc05dc16d29b86e88e6102f010ec30b,https://bscscan.com/tx/0xce81b06d1f0748c063168ea6460132d1fcc05dc16d29b86e88e6102f010ec30b,Success,2472804
Venus SXP (vSXP)Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,https://bscscan.com/token/0x2ff3d0f6990a40261c66e1ff2017acbc282eb6d0,0x2ff3d0f6990a40261c66e1ff2017acbc282eb6d0,https://bscscan.com/address/0x2ff3d0f6990a40261c66e1ff2017acbc282eb6d0,Venus: vSXP Token,0xa56b6344e4f50c45440dd47b749fb3eb8b44a16be2e8ddbc5f6d02a0325dbc37,https://bscscan.com/tx/0xa56b6344e4f50c45440dd47b749fb3eb8b44a16be2e8ddbc5f6d02a0325dbc37,Success,2472901
Curate on BSC (XCUR)Curate is a peer to peer discovery marketplace app supporting crypto payments. Its own native token $XCUR provides zero gas fees for payment transactions.,https://bscscan.com/token/0x708c671aa997da536869b50b6c67fa0c32ce80b2,0x708c671aa997da536869b50b6c67fa0c32ce80b2,https://bscscan.com/address/0x708c671aa997da536869b50b6c67fa0c32ce80b2,Curate: XCUR Token,0x64ed04c3e38aa9fd91b34623b5c89e661f72b1dc697863c0a2fe807e039827d0,https://bscscan.com/tx/0x64ed04c3e38aa9fd91b34623b5c89e661f72b1dc697863c0a2fe807e039827d0,Success,4785280
"Hotbit Token (HTB)Hotbit is a digital asset exchange platforms that provide trading services among major digital currencies like Bitcoin, Litecoin and Ethereum for users from all over the world.",https://bscscan.com/token/0x4e840aadd28da189b9906674b4afcb77c128d9ea,0x4e840aadd28da189b9906674b4afcb77c128d9ea,https://bscscan.com/address/0x4e840aadd28da189b9906674b4afcb77c128d9ea,Hotbit: HTB Token,0x33b1ba3e2f456617034e180143670878d452e4eebf8a7dbdf554519181a868ef,https://bscscan.com/tx/0x33b1ba3e2f456617034e180143670878d452e4eebf8a7dbdf554519181a868ef,Success,7593137
Venus LINK (vLINK)Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,https://bscscan.com/token/0x650b940a1033b8a1b1873f78730fcfc73ec11f1f,0x650b940a1033b8a1b1873f78730fcfc73ec11f1f,https://bscscan.com/address/0x650b940a1033b8a1b1873f78730fcfc73ec11f1f,Venus: vLINK Token,0x010251b7b99a8408018fc8b614d224f81ce2e6d75d37867765cbf4f6802c983a,https://bscscan.com/tx/0x010251b7b99a8408018fc8b614d224f81ce2e6d75d37867765cbf4f6802c983a,Success,3081198
VFOX (VFOX)RedFOX Labs is a blockchain venture builder that delivers companies and platforms. The VFOX token is connected to the RedFOX Labs Virtual Space.,https://bscscan.com/token/0x4d61577d8fd2208a0afb814ea089fdeae19ed202,0x4d61577d8fd2208a0afb814ea089fdeae19ed202,https://bscscan.com/address/0x4d61577d8fd2208a0afb814ea089fdeae19ed202,Redfox Labs: VFOX Token,0x71ac7bf58b73cf9e9a127f0cad4f78a4dee5a5f8a2facdc2dce20c66768ce73a,https://bscscan.com/tx/0x71ac7bf58b73cf9e9a127f0cad4f78a4dee5a5f8a2facdc2dce20c66768ce73a,Success,6726474
DuckDaoDime (DDIM)DuckDAO is a community-driven project incubator. The DackDaoDime (DDIM) is the social money of the community.,https://bscscan.com/token/0xc9132c76060f6b319764ea075973a650a1a53bc9,0xc9132c76060f6b319764ea075973a650a1a53bc9,https://bscscan.com/address/0xc9132c76060f6b319764ea075973a650a1a53bc9,DuckDAO: DDIM Token,0x7d6aa386c9342f5190b2f6103e3579461b54a2ca1f401abe59baa2e7cf241450,https://bscscan.com/tx/0x7d6aa386c9342f5190b2f6103e3579461b54a2ca1f401abe59baa2e7cf241450,Success,6023286
"Moeda Loyalty Points (MDA)Moeda is a blockchain powered digital payment and micro-lending platform. MDA, the platform token, is used in investment and digital payment in Moeda products.",https://bscscan.com/token/0xd72aa9e1cddc2f6d6e0444580002170fba1f8eed,0xd72aa9e1cddc2f6d6e0444580002170fba1f8eed,https://bscscan.com/address/0xd72aa9e1cddc2f6d6e0444580002170fba1f8eed,,0xbfd4b07854dae146639b0930ccecf8a091e2640294a804f40910b9f08f613094,https://bscscan.com/tx/0xbfd4b07854dae146639b0930ccecf8a091e2640294a804f40910b9f08f613094,Success,5148512
Venus LTC (vLTC)Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,https://bscscan.com/token/0x57a5297f2cb2c0aac9d554660acd6d385ab50c6b,0x57a5297f2cb2c0aac9d554660acd6d385ab50c6b,https://bscscan.com/address/0x57a5297f2cb2c0aac9d554660acd6d385ab50c6b,Venus: vLTC Token,0x4a9b6c2d622aeab74bf6fbad33601f3750ebe520b109949c7e3c68d3273b6480,https://bscscan.com/tx/0x4a9b6c2d622aeab74bf6fbad33601f3750ebe520b109949c7e3c68d3273b6480,Success,2795531
"FREE coin BSC (FREE)The FREE coin is a multi-blockchain community coin, available on Binance Smart Chain (BEP20), Ethereum (ERC20) and TRON (TRC10). It is a low cost/low risk ""learn-how-to-crypto"" coin and aims to be used on multiple channels such as vending machines, QR payments, webshops and others.Cross-Chain",https://bscscan.com/token/0x12e34cdf6a031a10fe241864c32fb03a4fdad739,0x12e34cdf6a031a10fe241864c32fb03a4fdad739,https://bscscan.com/address/0x12e34cdf6a031a10fe241864c32fb03a4fdad739,Free Coin: FREE Token,0xbdef60851253c0259b74f1d2945e60d16b706dacd6a39ff75133f6b15c1952a1,https://bscscan.com/tx/0xbdef60851253c0259b74f1d2945e60d16b706dacd6a39ff75133f6b15c1952a1,Success,1019933
JulSwap (JulD)JulSwap offers the same trading engine and analytics as Uniswap and some additional features from Sushiswap.,https://bscscan.com/token/0x5a41f637c3f7553dba6ddc2d3ca92641096577ea,0x5a41f637c3f7553dba6ddc2d3ca92641096577ea,https://bscscan.com/address/0x5a41f637c3f7553dba6ddc2d3ca92641096577ea,Just Liquidity: JulD Token,0x1821809c47d6c9a5d9abd6275b7ff2dee72799c80c915aba2d29de4874ba37c7,https://bscscan.com/tx/0x1821809c47d6c9a5d9abd6275b7ff2dee72799c80c915aba2d29de4874ba37c7,Success,3528848
"SwftCoin (SWFTC)SWFTC provides SWFT Blockchain with the sources of liquidity needed to offer faster cross-chain swaps at the best rates, and with low fees.",https://bscscan.com/token/0xe64e30276c2f826febd3784958d6da7b55dfbad3,0xe64e30276c2f826febd3784958d6da7b55dfbad3,https://bscscan.com/address/0xe64e30276c2f826febd3784958d6da7b55dfbad3,Swftcoin: SWFTC Token,0xe20e90cc32bd0164776f7fb2e5614129262ba33aea62b9ae27bed228f4a10d18,https://bscscan.com/tx/0xe20e90cc32bd0164776f7fb2e5614129262ba33aea62b9ae27bed228f4a10d18,Success,6187737
"Plasma (PPAY)PPAY is designed as the all-in-one defi service token combining access, rewards, staking and governance functions.",https://bscscan.com/token/0xfb288d60d3b66f9c3e231a9a39ed3f158a4269aa,0xfb288d60d3b66f9c3e231a9a39ed3f158a4269aa,https://bscscan.com/address/0xfb288d60d3b66f9c3e231a9a39ed3f158a4269aa,Plasma: PPAY Token,0xdda20fcab4e0f698585b320d73a253c5cb45cb33dc03d766d1ca238b563b8aae,https://bscscan.com/tx/0xdda20fcab4e0f698585b320d73a253c5cb45cb33dc03d766d1ca238b563b8aae,Success,9734665
"BNB48 Club Token (KOGE)BNB48 Club is run as a decentralized autonomous organization (DAO) and its main areas of operations and expertise are industry research, angel investment, product development, community development and management, and technical operations and maintenance.",https://bscscan.com/token/0xe6df05ce8c8301223373cf5b969afcb1498c5528,0xe6df05ce8c8301223373cf5b969afcb1498c5528,https://bscscan.com/address/0xe6df05ce8c8301223373cf5b969afcb1498c5528,BNB48 Club: KOGE Token,0x992c3d37ced820ea040831a72daeac3c65e37f4ade3233c954ca4df0970692a7,https://bscscan.com/tx/0x992c3d37ced820ea040831a72daeac3c65e37f4ade3233c954ca4df0970692a7,Success,646649
"CryptoBlades Skill Token (SKILL)Recruit characters, forge weapons, enter battle, and earn SKILL.",https://bscscan.com/token/0x154a9f9cbd3449ad22fdae23044319d6ef2a1fab,0x154a9f9cbd3449ad22fdae23044319d6ef2a1fab,https://bscscan.com/address/0x154a9f9cbd3449ad22fdae23044319d6ef2a1fab,CryptoBlades: SKILL Token,0xe52993ccb67a312e047ae366359a95f70db50b741c64af4d97db24b5ff079639,https://bscscan.com/tx/0xe52993ccb67a312e047ae366359a95f70db50b741c64af4d97db24b5ff079639,Success,5770682
Antimatter.Finance Mapping Token (MATTER)Antimatter is a simple lightweight onchain DeFi derivative protocol with a polarized token mechanism.,https://bscscan.com/token/0x1c9491865a1de77c5b6e19d2e6a5f1d7a6f2b25f,0x1c9491865a1de77c5b6e19d2e6a5f1d7a6f2b25f,https://bscscan.com/address/0x1c9491865a1de77c5b6e19d2e6a5f1d7a6f2b25f,Antimatter: MATTER Token,0x3931c648c631effd1ba92e41a8ca1d6c1654c39d60aa18fe7febdabf6cd45faf,https://bscscan.com/tx/0x3931c648c631effd1ba92e41a8ca1d6c1654c39d60aa18fe7febdabf6cd45faf,Success,5166428
OVR (OVR)The project aims to be the decentralized infrastructure for the spatial web by merging the physical and virtual worlds through Augmented Reality.,https://bscscan.com/token/0x7e35d0e9180bf3a1fc47b0d110be7a21a10b41fe,0x7e35d0e9180bf3a1fc47b0d110be7a21a10b41fe,https://bscscan.com/address/0x7e35d0e9180bf3a1fc47b0d110be7a21a10b41fe,OVR: OVR Token,0x864ae7ee520bb07b92337347a51b0332ade8dff7aa41ff4af84996da208c827c,https://bscscan.com/tx/0x864ae7ee520bb07b92337347a51b0332ade8dff7aa41ff4af84996da208c827c,Success,5926116
Lympo Market Token (LMT)Lympo is building a sports NFTs ecosystem including NFTs with IP rights of world-famous athletes and clubs.,https://bscscan.com/token/0x9617857e191354dbea0b714d78bc59e57c411087,0x9617857e191354dbea0b714d78bc59e57c411087,https://bscscan.com/address/0x9617857e191354dbea0b714d78bc59e57c411087,Lympo Market Token: LMT Token,0xddfe34601aed8509125435425408e702cf080b43f0a2e3ce1ad40e33d292ebb2,https://bscscan.com/tx/0xddfe34601aed8509125435425408e702cf080b43f0a2e3ce1ad40e33d292ebb2,Success,6306843
Fuse Token on BSC (FUSE)The Fuse Studio allows users to build their own wallet and mint their own custom branded currency for their company/community.,https://bscscan.com/token/0x5857c96dae9cf8511b08cb07f85753c472d36ea3,0x5857c96dae9cf8511b08cb07f85753c472d36ea3,https://bscscan.com/address/0x5857c96dae9cf8511b08cb07f85753c472d36ea3,Fuse: FUSE Token,0x65d2da4b4ece67519984049eb97dcd4e339bf9fb636b8426ae3e42833d8ea77d,https://bscscan.com/tx/0x65d2da4b4ece67519984049eb97dcd4e339bf9fb636b8426ae3e42833d8ea77d,Success,6276739
ROOBEE (bROOBEE)Roobee aims to offer blockchain-based investment service which utilizes AI and fully transparent statistics to help people make intelligent investments in digitized assets.,https://bscscan.com/token/0xe64f5cb844946c1f102bd25bbd87a5ab4ae89fbe,0xe64f5cb844946c1f102bd25bbd87a5ab4ae89fbe,https://bscscan.com/address/0xe64f5cb844946c1f102bd25bbd87a5ab4ae89fbe,Roobee: bROOBEE Token,0x8a415335d5b4f0f92f01345394c28d03cba8b638ec70424b981c80f777cc2707,https://bscscan.com/tx/0x8a415335d5b4f0f92f01345394c28d03cba8b638ec70424b981c80f777cc2707,Success,986007
"Helmet.insure Governance Token (Helmet)Helmet is a peer-to-peer price-shield insurance protocol on BSC, originated from option trading logic. Helmet allows usersto create insurance policy of any cryptoasset in the market, protecting DeFi users against the risk of price fluctuations.",https://bscscan.com/token/0x948d2a81086a075b3130bac19e4c6dee1d2e3fe8,0x948d2a81086a075b3130bac19e4c6dee1d2e3fe8,https://bscscan.com/address/0x948d2a81086a075b3130bac19e4c6dee1d2e3fe8,Helmet Insure: HELMET Token,0x38f2c552af70297ca7ab950d3828712f8c98e060e2bb6a1e238e74c67e95cef1,https://bscscan.com/tx/0x38f2c552af70297ca7ab950d3828712f8c98e060e2bb6a1e238e74c67e95cef1,Success,3369558
Venus DOT (vDOT)Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,https://bscscan.com/token/0x1610bc33319e9398de5f57b33a5b184c806ad217,0x1610bc33319e9398de5f57b33a5b184c806ad217,https://bscscan.com/address/0x1610bc33319e9398de5f57b33a5b184c806ad217,Venus: vDOT Token,0x79028a6b4d2bf42f1f23e252a5ffe970bff3a65976ec34c094c367deb24c7fb7,https://bscscan.com/tx/0x79028a6b4d2bf42f1f23e252a5ffe970bff3a65976ec34c094c367deb24c7fb7,Success,3081164
"ArgonToken (ARGON)Argon aims to offer blockchain-based freelancer platform on the Binance Chain network, working with fully decentralized and smart contracts.Cross-Chain",https://bscscan.com/token/0x851f7a700c5d67db59612b871338a85526752c25,0x851f7a700c5d67db59612b871338a85526752c25,https://bscscan.com/address/0x851f7a700c5d67db59612b871338a85526752c25,Argon: ARGON Token,0x28360016712fd62b45e0d6c8ca01924f156346307e9cd69b1a9946c6164214a1,https://bscscan.com/tx/0x28360016712fd62b45e0d6c8ca01924f156346307e9cd69b1a9946c6164214a1,Success,4594130
Raven Protocol (RAVEN)Raven Protocol is a decentralized and distributed deep-learning training protocol which provides cost-efficient and faster training of deep neural networks by utilizing the compute resources in the network.Cross-Chain,https://bscscan.com/token/0xcd7c5025753a49f1881b31c48caa7c517bb46308,0xcd7c5025753a49f1881b31c48caa7c517bb46308,https://bscscan.com/address/0xcd7c5025753a49f1881b31c48caa7c517bb46308,Raven Protocol: RAVEN Token,0xd33dbc0e007d74cbaeaf22061c6330a04fba7615c85f300c76e5a36987d8a014,https://bscscan.com/tx/0xd33dbc0e007d74cbaeaf22061c6330a04fba7615c85f300c76e5a36987d8a014,Success,369768
"Hakka Finance on xDai on BSC (HAKKA)Hakka Finance is a decentralized financial ecosystem, providing advanced products to the DeFi community that allow users to achieve financial sovereignty. It has already launched four official DeFi products: BlackHoleSwap, 3F Mutual, Hakka Intelligence, and iGain.",https://bscscan.com/token/0x1d1eb8e8293222e1a29d2c0e4ce6c0acfd89aaac,0x1d1eb8e8293222e1a29d2c0e4ce6c0acfd89aaac,https://bscscan.com/address/0x1d1eb8e8293222e1a29d2c0e4ce6c0acfd89aaac,Hakka Finance: HAKKA Token,0xb99ebb0a0641c20aa38b64755151076e6e95bf72c7162ea469d5afe06ee95555,https://bscscan.com/tx/0xb99ebb0a0641c20aa38b64755151076e6e95bf72c7162ea469d5afe06ee95555,Success,4910964
DOS Network Token BEP20 (DOS)DOS Network is a scalable layer-2 protocol that offers decentralized data feed oracle and decentralized verifiable computation oracle to mainstream blockchains.Cross-Chain,https://bscscan.com/token/0xdc0f0a5719c39764b011edd02811bd228296887c,0xdc0f0a5719c39764b011edd02811bd228296887c,https://bscscan.com/address/0xdc0f0a5719c39764b011edd02811bd228296887c,DOS Network: DOS Token,0x04c97e6bcf30e1372e5757a7a7cc2ce853e3a7feeab22062b794d6d6f8be7f67,https://bscscan.com/tx/0x04c97e6bcf30e1372e5757a7a7cc2ce853e3a7feeab22062b794d6d6f8be7f67,Success,439485
